Area	Name	Age	MarriageStatus	kidsAges	StudentD	Income	Housetype	nRooms	JobType
1	58	19	1	[7, 17]	3	22892	3	3	1	
1	59	58	0	[0, 10, 1, 5]	0	13004	3	4	1	
1	60	61	0	[9, 13, 14]	0	12030	3	5	1	
1	61	53	0	[1]	0	14537	3	3	1	
1	62	24	1	[8, 13]	2	15143	1	2	0	
1	63	24	0	[17, 5, 2]	3	1551	3	3	1	
1	64	65	0	[13, 16]	0	11597	1	3	1	
1	65	43	1	[]	0	9372	1	2	1	
1	66	65	1	[7, 5, 4, 11]	0	2581	3	3	1	
1	67	64	0	[9, 8]	0	2970	3	2	1	
1	68	27	1	[2]	0	2807	1	4	1	
1	69	63	0	[4, 3, 12]	0	14789	1	2	1	
1	70	35	0	[12, 7, 10]	0	100175	3	2	1	
1	71	62	0	[16, 11, 16]	0	11328	3	2	0	
1	72	65	0	[]	0	13085	3	3	1	
1	73	79	0	[11]	0	13178	3	5	2	
1	74	19	0	[]	3	16149	2	3	1	
1	75	25	0	[8, 15]	2	12619	1	2	1	
1	76	76	0	[9]	0	3194	3	3	2	
1	77	42	0	[6, 8]	0	13788	1	2	1	
1	78	29	1	[10, 15, 15, 10]	0	110648	3	3	1	
1	79	89	1	[16, 14]	0	13165	3	2	2	
1	80	18	1	[5]	0	14796	3	5	0	
1	81	25	0	[4]	3	22550	1	1	1	
1	82	20	0	[5]	0	13687	3	4	0	
1	83	36	0	[10, 9]	0	10333	3	3	1	
1	84	34	0	[9]	0	8773	1	2	1	
1	85	30	0	[7]	2	2224	2	3	1	
1	86	42	0	[3, 9, 8]	0	2399	3	4	1	
1	87	22	1	[6, 8]	0	13583	3	5	1	
1	88	80	0	[6, 0, 2]	0	12922	1	2	2	
1	89	65	0	[4, 10]	0	103659	3	3	1	
1	90	28	0	[9, 14]	3	5805	1	2	1	
1	91	77	1	[16, 15, 6]	0	5457	1	2	2	
1	92	29	0	[8, 6]	0	11095	3	5	1	
1	93	57	0	[14, 2, 9, 10]	0	1606	3	2	1	
1	94	76	0	[4, 15]	0	2138	3	3	2	
1	95	34	1	[6, 5]	0	118999	3	3	0	
1	96	55	1	[3, 7, 8, 3]	2	9267	3	5	1	
1	97	20	0	[]	1	10769	1	1	1	
1	98	36	0	[3, 12]	0	119394	3	4	1	
1	99	24	1	[17]	1	9862	2	3	1	
1	100	41	1	[7, 11, 12]	0	2865	3	3	1	
1	101	29	0	[13, 5, 17, 6]	0	7748	3	4	1	
1	102	70	1	[9, 4, 10]	0	2844	3	3	2	
1	103	20	0	[]	2	16336	3	3	1	
1	104	60	1	[2, 0, 11]	0	9127	3	2	1	
1	105	73	0	[]	0	111256	3	3	2	
1	106	18	0	[]	1	13817	3	3	1	
1	107	71	0	[5, 13, 0, 10]	0	2720	3	3	2	
1	108	63	0	[16]	0	888	3	5	1	
1	109	26	0	[]	0	8579	2	3	1	
1	110	52	0	[6, 7, 0]	0	102227	3	5	1	
1	111	22	0	[14, 4, 8]	0	14298	3	2	1	
1	112	20	1	[]	2	4524	3	2	1	
1	113	49	1	[3, 17, 2]	0	9761	3	2	1	
1	114	60	1	[3, 17, 10]	0	98590	3	3	1	
1	115	66	0	[2, 2, 9, 6]	0	13532	3	1	2	
1	116	24	1	[]	3	18570	3	3	1	
1	117	59	0	[10, 15]	0	104416	1	2	1	
1	118	54	0	[]	0	111374	1	3	1	
1	119	19	0	[3, 2]	0	119207	3	3	1	
1	120	66	1	[0]	0	102314	3	4	2	
1	121	19	1	[7]	0	2221	3	3	1	
1	122	18	1	[14, 8, 17]	0	14465	1	2	1	
1	123	81	0	[]	0	114077	3	3	2	
1	124	60	0	[15]	0	14620	3	4	1	
1	125	25	0	[]	1	13011	3	2	1	
1	126	24	0	[13]	2	7646	2	3	0	
1	127	52	0	[12, 8, 2]	0	12798	3	4	1	
1	128	64	1	[0, 9, 12, 2]	0	2757	2	3	1	
1	129	25	1	[]	0	3011	3	4	1	
1	130	31	0	[9, 4, 16]	0	110426	3	3	1	
1	131	38	1	[2]	0	3108	3	5	1	
1	132	52	0	[7, 5]	0	11079	2	3	1	
1	133	70	0	[1, 9]	0	6004	3	2	2	
1	134	23	1	[5, 3, 17, 15]	0	5704	3	3	1	
1	135	82	0	[16, 16, 2, 9]	0	95572	3	3	2	
1	136	73	0	[14, 16]	0	2614	3	3	2	
1	137	48	0	[11]	0	9288	2	2	1	
1	138	19	0	[15, 4]	2	3308	3	3	1	
1	139	55	0	[13, 3]	0	2946	1	4	1	
1	140	45	0	[8]	0	136	3	3	1	
1	141	85	0	[7]	0	11488	3	3	2	
1	142	19	1	[14, 12, 16, 9]	3	26072	3	2	1	
1	143	23	0	[]	2	16607	3	3	0	
1	144	51	0	[15]	0	3084	1	2	1	
1	145	19	1	[]	3	23536	3	3	1	
1	146	56	1	[]	0	9397	3	2	0	
1	147	24	1	[8]	1	7884	3	3	1	
1	148	22	0	[13, 13]	0	2608	3	5	1	
1	149	47	1	[5, 6]	0	595	3	4	1	
1	150	38	0	[15, 14, 9]	0	118789	3	3	1	
1	151	18	0	[13]	3	22759	3	3	1	
1	152	80	0	[]	0	1793	3	3	2	
1	153	55	1	[11, 11, 7, 2]	0	1413	3	2	1	
1	154	47	0	[1, 3, 8, 8]	0	2680	3	3	1	
1	155	22	0	[15]	0	8696	1	2	0	
1	156	22	1	[9, 8, 16, 15]	3	10412	3	2	1	
1	157	33	1	[11, 4, 2]	0	4217	1	2	1	
1	158	30	0	[12]	3	14958	3	5	1	
1	159	33	0	[]	0	14371	3	5	0	
1	160	46	0	[2, 14, 6, 4]	0	2246	3	5	1	
1	161	52	0	[17, 9]	0	14100	3	3	1	
1	162	87	0	[]	0	5350	3	3	2	
1	163	69	1	[1, 3, 2]	0	8308	3	3	2	
1	164	24	1	[17, 2, 6]	0	13566	3	5	1	
1	165	82	1	[0, 10, 17]	0	3651	3	3	2	
1	166	62	0	[10]	0	110049	1	1	1	
1	167	86	0	[12, 17, 6]	0	100251	3	4	2	
1	168	64	0	[17, 4, 6]	0	15166	1	2	1	
1	169	52	1	[0, 14, 12]	0	12588	1	2	1	
1	170	23	0	[16, 17, 17]	0	14089	3	3	1	
1	171	25	0	[]	0	6166	2	3	1	
1	172	19	1	[]	0	2398	3	3	1	
1	173	84	0	[16]	0	10433	3	3	2	
1	174	32	0	[10]	0	10057	3	2	1	
1	175	28	0	[1, 16]	0	2686	3	3	1	
1	176	20	0	[5, 5]	3	19758	3	2	1	
1	177	85	0	[15, 3, 8]	0	109252	3	4	2	
1	178	26	0	[4, 8]	0	3428	1	4	1	
1	179	24	0	[2, 12, 15]	3	22611	3	3	1	
1	180	71	0	[17]	0	3236	3	5	2	
1	181	21	1	[]	1	24359	3	2	1	
1	182	81	0	[]	0	2663	3	3	2	
1	183	34	0	[17]	0	2842	3	3	1	
1	184	35	1	[]	0	110590	1	2	0	
1	185	20	0	[]	0	10947	3	3	1	
1	186	21	1	[17, 1, 12]	0	1202	3	5	1	
1	187	18	1	[1]	0	104064	3	3	1	
1	188	70	0	[9]	0	1595	3	2	2	
1	189	33	1	[13]	1	4461	3	5	1	
1	190	56	1	[6, 3, 15]	0	2759	1	2	0	
1	191	73	0	[2]	0	2964	3	3	2	
1	192	73	1	[0, 2]	0	1585	3	3	2	
1	193	56	1	[1, 2, 10, 6]	3	1168	3	4	1	
1	194	75	0	[]	0	14461	3	2	2	
1	195	23	0	[]	0	100846	3	5	1	
1	196	49	1	[7, 8, 17, 13]	0	2792	3	2	1	
1	197	55	1	[13]	0	2888	3	2	1	
1	198	18	0	[]	0	13976	3	3	1	
1	199	31	1	[3, 16, 1, 11]	0	2710	3	5	0	
1	200	30	0	[13, 16, 1, 3]	0	113184	1	1	1	
1	201	52	0	[2, 16, 5]	0	101050	3	2	1	
1	202	22	0	[17, 12]	1	12077	3	4	1	
1	203	34	0	[15, 11]	0	3044	3	4	1	
1	204	19	1	[12]	3	19542	3	2	1	
1	205	22	0	[9, 11, 1]	3	3438	3	2	0	
1	206	61	1	[9, 12, 0, 8]	0	100541	3	3	1	
1	207	88	1	[17, 13]	0	3379	3	3	2	
1	208	32	0	[2]	0	15679	3	3	1	
1	209	32	1	[9]	0	14398	3	3	1	
1	210	34	0	[0, 11, 2, 11]	0	2432	3	5	1	
1	211	18	1	[3, 10, 1, 3]	0	12501	3	3	1	
1	212	46	0	[12, 0]	0	13728	3	4	1	
1	213	47	0	[]	0	12644	3	5	1	
1	214	50	0	[16, 17, 17]	0	2453	3	2	1	
1	215	68	1	[7]	0	117495	3	3	2	
1	216	31	1	[16, 13]	0	14511	3	3	1	
1	217	20	0	[8, 8, 8, 2]	2	24265	3	3	1	
1	218	61	1	[9, 8, 7]	0	3240	1	2	1	
1	219	20	1	[11, 16, 4, 15]	3	17303	3	3	1	
1	220	40	1	[]	0	2119	3	5	1	
1	221	31	0	[7, 0]	0	11217	3	2	0	
1	222	21	1	[]	1	2216	3	3	1	
1	223	67	0	[5]	0	118330	3	3	2	
1	224	50	1	[2, 13, 0, 4]	0	5020	3	3	1	
1	225	28	0	[14, 8]	3	2342	3	3	1	
1	226	38	0	[17]	0	13011	3	5	1	
1	227	20	0	[5, 4, 12, 16]	0	8118	3	2	1	
1	228	28	1	[11, 15, 14, 17]	0	13274	1	2	1	
1	229	19	0	[2]	2	26410	3	2	1	
1	230	33	1	[10]	0	13223	3	5	1	
1	231	52	0	[]	0	105011	3	3	1	
1	232	54	0	[14, 11, 11]	0	12164	3	3	1	
1	233	22	0	[12, 13]	0	10215	3	3	1	
1	234	86	0	[]	0	434	3	3	2	
1	235	34	1	[]	0	11895	1	2	1	
1	236	35	0	[5]	0	13417	3	3	1	
1	237	25	0	[2]	0	118206	3	1	1	
1	238	70	0	[8, 17, 1, 10]	0	14754	3	4	2	
1	239	34	1	[]	3	9105	1	2	1	
1	240	33	0	[17, 6, 0]	0	14454	1	2	1	
1	241	39	0	[1]	0	3021	1	2	1	
1	242	18	0	[17, 9, 13, 10]	2	17013	1	2	1	
1	243	30	0	[]	0	2894	3	3	1	
1	244	27	0	[3]	3	19073	3	4	1	
1	245	46	0	[]	0	14150	3	2	1	
1	246	32	1	[6, 1, 13, 0]	0	103418	3	3	1	
1	247	18	1	[12, 4]	0	2573	3	4	1	
1	248	21	0	[4, 7]	0	15166	3	3	1	
1	249	55	1	[]	0	1604	3	4	1	
1	250	87	1	[9]	0	1515	1	1	2	
1	251	80	0	[]	0	10406	3	3	2	
1	252	49	1	[11, 8, 6, 11]	0	2623	2	2	1	
1	253	78	0	[]	0	104987	3	3	2	
1	254	20	0	[]	0	3986	3	3	1	
1	255	23	0	[]	2	17802	3	3	1	
1	256	32	0	[]	0	9688	3	3	1	
1	257	56	1	[7, 11]	0	1162	1	1	1	
1	258	34	0	[11]	0	112915	3	2	1	
1	259	71	0	[]	0	302	3	4	2	
1	260	39	1	[16, 9, 4, 0]	0	3127	3	3	1	
1	261	28	1	[5, 9, 10, 14]	0	119701	3	5	1	
1	262	62	1	[]	0	97771	3	4	0	
1	263	52	0	[]	0	8169	3	4	1	
1	264	32	1	[]	0	13677	3	3	1	
1	265	32	0	[8, 10, 15]	0	2929	2	2	1	
1	266	51	1	[3, 14, 1, 13]	0	99	3	2	1	
1	267	18	0	[16, 9]	0	3659	3	2	1	
1	268	66	0	[2, 7]	0	2663	1	2	2	
1	269	64	0	[4, 10, 1]	0	8593	1	2	1	
1	270	25	1	[0, 14]	2	5654	3	4	1	
1	271	40	0	[16]	0	2629	3	3	0	
1	272	26	1	[6, 0]	0	97825	3	4	1	
1	273	23	0	[]	1	10008	1	1	1	
1	274	72	0	[6, 3, 9]	0	13269	3	4	2	
1	275	60	0	[2, 9]	0	14623	3	3	1	
1	276	69	0	[9, 11, 4, 7]	0	10072	3	2	2	
1	277	48	0	[14, 17]	0	1812	1	2	1	
1	278	45	0	[6, 13, 7]	0	707	3	3	1	
1	279	23	0	[17, 11, 1, 4]	0	112200	3	4	1	
1	280	21	1	[7, 17]	0	2621	3	2	1	
1	281	19	0	[0, 5]	0	3162	3	2	1	
1	282	64	0	[12, 17]	0	118113	3	5	1	
1	283	80	0	[]	0	14537	3	4	2	
1	284	48	0	[11, 16, 3, 8]	0	15338	1	2	1	
1	285	57	1	[12, 3, 5]	0	10712	1	1	1	
1	286	33	1	[]	0	6151	1	2	1	
1	287	39	0	[]	0	4223	3	2	0	
1	288	22	0	[9, 4, 10]	2	3070	1	2	1	
1	289	19	0	[]	0	95306	1	2	1	
1	290	22	0	[16]	0	14454	3	4	1	
1	291	88	0	[11, 10, 11, 1]	0	5614	1	2	2	
1	292	43	0	[1, 0, 0]	0	2780	3	2	1	
1	293	21	1	[11, 6, 4]	3	11254	3	5	1	
1	294	22	1	[]	2	19203	2	3	1	
1	295	24	1	[13, 15, 3]	0	13143	3	3	0	
1	296	65	0	[13, 14]	0	8392	3	4	1	
1	297	69	0	[6, 4, 2]	0	3003	1	2	2	
1	298	57	1	[0]	0	2517	1	3	1	
1	299	88	0	[14, 9]	0	2881	3	2	2	
1	300	39	0	[12]	0	10235	1	2	1	
1	301	41	0	[13, 6]	0	100568	3	3	1	
1	302	20	0	[7, 17, 17]	0	14696	3	4	1	
1	303	81	0	[]	0	99494	3	3	2	
1	304	72	1	[]	0	4476	3	3	2	
1	305	27	1	[0, 9, 13, 16]	0	14698	3	4	1	
1	306	46	0	[6]	0	5503	3	2	1	
1	307	57	0	[9, 9, 6]	0	3089	1	2	1	
1	308	36	0	[16, 12, 7, 7]	0	13768	1	1	1	
1	309	63	0	[10, 11, 10, 10]	0	13530	1	2	1	
1	310	87	0	[3, 3]	0	105484	3	4	2	
1	311	84	0	[12]	0	3357	3	2	2	
1	312	30	0	[16, 16, 11]	0	1760	3	2	1	
1	313	71	0	[7, 11]	0	4215	3	3	2	
1	314	20	0	[15, 12, 7, 17]	0	940	1	1	1	
1	315	72	1	[9, 14, 8, 13]	0	15336	3	2	2	
1	316	80	0	[12]	0	118578	1	2	2	
1	317	22	0	[7, 0, 1, 14]	1	410	3	5	1	
1	318	24	0	[8, 9]	0	2766	3	2	1	
1	319	23	1	[]	0	2899	3	3	1	
1	320	53	0	[0, 13, 11, 15]	0	1127	3	5	1	
1	321	24	1	[17, 1, 4, 17]	2	16962	3	1	1	
1	322	32	1	[2, 10, 15, 16]	0	2955	3	4	1	
1	323	20	0	[]	2	4182	3	4	1	
1	324	62	1	[5]	0	2683	3	3	1	
1	325	50	0	[15, 9]	0	2966	1	2	1	
1	326	22	0	[]	0	14287	3	3	1	
1	327	19	0	[]	0	15284	3	3	1	
1	328	25	0	[11, 16]	0	2855	3	3	1	
1	329	19	1	[0]	3	24730	3	2	1	
1	330	32	0	[6, 13, 3, 17]	0	13698	3	4	1	
1	331	19	0	[17]	1	9168	1	2	1	
1	332	59	0	[16, 7, 12, 17]	0	2313	3	2	1	
1	333	37	1	[15, 4]	0	15112	3	3	1	
1	334	78	0	[12]	0	5431	3	3	2	
1	335	27	0	[12, 13]	0	111100	2	2	1	
1	336	22	0	[5]	0	108743	3	4	1	
1	337	25	0	[6]	0	12190	1	2	1	
1	338	19	0	[0]	0	97848	1	2	0	
1	339	23	0	[0, 12, 11, 0]	3	24399	3	5	1	
1	340	22	1	[2, 0]	3	19391	3	5	0	
1	341	35	0	[11, 7, 11]	0	1520	3	3	1	
1	342	88	0	[15, 5]	0	3585	3	5	2	
1	343	49	0	[13, 0, 11, 11]	0	9032	3	4	1	
1	344	19	0	[14, 10]	0	3178	3	2	1	
1	345	38	0	[11, 6, 1, 14]	0	1879	3	2	1	
1	346	39	0	[7, 6, 11]	0	9276	3	3	0	
1	347	41	0	[14, 9, 6]	0	3033	3	3	1	
1	348	20	0	[]	1	15692	3	3	1	
1	349	48	0	[]	0	15415	3	3	1	
1	350	26	1	[5]	0	102995	3	3	1	
1	351	70	1	[11, 7]	0	3022	3	3	2	
1	352	86	0	[16, 12, 8]	0	1074	1	1	2	
1	353	62	0	[8, 7]	0	2894	3	3	1	
1	354	23	0	[10, 15, 10]	0	112043	3	3	1	
1	355	21	1	[7, 12, 1]	2	25034	3	3	1	
1	356	21	1	[17, 1, 4]	1	4417	1	3	0	
1	357	33	0	[]	0	489	1	2	1	
1	358	84	0	[0, 11, 12, 3]	0	5894	2	3	2	
1	359	24	1	[4, 3, 14, 11]	0	5568	1	2	0	
1	360	80	0	[5]	0	8249	3	2	2	
1	361	25	0	[17, 16, 13, 4]	3	6873	1	2	1	
1	362	54	0	[]	0	13250	3	2	1	
1	363	77	0	[11, 2]	0	12678	1	1	2	
1	364	74	0	[]	0	119890	3	3	2	
1	365	32	0	[3, 15, 2]	0	2604	3	2	1	
1	366	26	0	[]	0	2482	2	2	1	
1	367	46	1	[14, 11]	0	4138	1	2	1	
1	368	46	0	[8, 7]	0	3341	3	2	1	
1	369	19	1	[2, 14, 9]	3	11812	1	2	1	
1	370	24	1	[0, 14]	2	9358	1	2	1	
1	371	25	1	[]	0	5099	3	4	1	
1	372	23	1	[0, 5]	3	948	3	4	1	
1	373	33	0	[1, 5, 17]	0	167	3	5	1	
1	374	47	1	[12, 15, 14, 14]	0	109113	1	2	1	
1	375	18	1	[]	3	24106	3	2	1	
1	376	31	0	[0, 5]	0	8752	1	2	1	
1	377	19	1	[8, 6, 8]	0	15092	1	2	1	
1	378	60	0	[17, 7]	0	98213	3	3	1	
1	379	23	0	[4, 12]	1	2355	3	4	1	
1	380	82	0	[13]	0	2646	3	5	2	
1	381	37	0	[15, 14, 6, 5]	0	6207	3	4	1	
1	382	72	0	[16, 5, 6, 6]	0	14450	3	4	2	
1	383	75	0	[]	0	2749	1	1	2	
1	384	49	0	[4, 7, 1]	0	2866	3	3	1	
1	385	18	0	[]	2	5580	1	1	1	
1	386	21	0	[14]	0	5533	1	1	1	
1	387	31	0	[9, 8]	0	5014	3	2	1	
1	388	24	0	[3, 6, 4, 6]	2	19223	3	4	1	
1	389	50	1	[4]	0	12569	3	3	1	
1	390	25	1	[8, 2, 16]	0	14151	3	5	1	
1	391	26	0	[5]	2	27183	3	4	1	
1	392	43	0	[2, 12]	0	99275	3	5	1	
1	393	63	0	[0]	0	11565	3	3	1	
1	394	42	0	[9, 12, 1, 4]	0	10738	3	5	1	
1	395	41	1	[11, 8, 0]	0	109619	3	3	1	
1	396	60	0	[13, 10, 16]	0	15583	3	4	1	
1	397	33	0	[5]	0	3168	3	4	1	
1	398	46	1	[]	0	11439	3	4	1	
1	399	43	1	[]	0	95746	1	2	1	
1	400	31	0	[]	0	11303	3	3	1	
1	401	29	0	[4, 14]	0	802	3	3	0	
1	402	84	1	[]	0	2596	1	2	2	
1	403	37	0	[14]	0	3068	3	5	1	
1	404	20	0	[17, 3, 5]	2	17091	1	2	1	
1	405	51	1	[0, 17, 9]	0	11538	2	3	1	
1	406	45	0	[10, 7]	0	961	3	3	1	
1	407	29	0	[15, 14]	0	13515	3	2	1	
1	408	73	1	[]	0	9281	3	4	2	
1	409	22	0	[17, 17, 16, 4]	1	17118	3	5	1	
1	410	81	1	[15, 13, 2, 10]	0	10164	3	2	2	
1	411	21	0	[5, 4, 12]	3	23926	3	4	1	
1	412	49	0	[7, 9, 4, 8]	0	1291	1	2	1	
1	413	30	0	[]	0	15095	3	4	1	
1	414	19	0	[12, 2, 8]	0	9459	1	1	0	
1	415	21	0	[8, 1]	2	26444	3	4	1	
1	416	39	0	[12, 12, 10]	0	13974	3	4	1	
1	417	53	1	[0, 5, 2, 8]	0	2967	1	2	1	
1	418	40	1	[3, 15, 0, 8]	0	2587	3	2	1	
1	419	33	0	[]	0	13890	3	4	1	
1	420	34	1	[4, 10, 2]	0	100489	1	1	1	
1	421	65	1	[5, 5, 13]	0	3216	2	4	1	
1	422	24	0	[6, 9, 0, 0]	0	14219	1	2	1	
1	423	71	0	[1]	0	101813	3	3	2	
1	424	62	0	[13, 14, 17]	0	10022	1	1	1	
1	425	22	1	[17]	1	1989	1	2	1	
1	426	31	1	[14, 16, 1]	0	43	3	4	0	
1	427	20	1	[8]	0	118688	3	4	1	
1	428	71	0	[15, 5, 1]	0	3134	3	3	2	
1	429	24	1	[]	0	7826	3	3	1	
1	430	54	0	[12, 8, 15, 14]	0	5851	3	5	1	
1	431	23	1	[5, 17, 8, 3]	0	1871	3	5	1	
1	432	21	1	[8, 14, 17, 0]	0	13932	3	2	1	
1	433	20	0	[]	2	18929	1	1	1	
1	434	23	0	[]	0	2467	3	3	1	
1	435	20	1	[3, 16]	0	108451	3	3	1	
1	436	18	0	[13, 15]	2	5886	3	4	1	
1	437	23	0	[17]	2	6541	3	3	1	
1	438	22	0	[8]	0	5451	3	3	1	
1	439	73	1	[15, 6]	0	2309	3	2	2	
1	440	50	0	[2, 6, 4]	0	101533	1	1	1	
1	441	22	0	[8, 11, 10]	1	17995	3	4	1	
1	442	20	0	[8, 3]	0	14531	1	2	1	
1	443	42	1	[8]	0	10566	3	5	1	
1	444	55	0	[15, 15, 14]	0	2759	3	3	1	
1	445	31	0	[10, 12, 5]	0	8135	3	3	1	
1	446	36	1	[10, 13, 16]	0	14400	3	4	1	
1	447	31	0	[]	0	2753	3	4	1	
1	448	51	0	[]	0	104634	3	3	1	
1	449	35	0	[13, 6]	0	3151	1	2	1	
1	450	40	0	[2]	0	3004	1	2	1	
1	451	21	0	[11]	0	2578	3	5	1	
1	452	65	0	[]	0	13277	3	4	0	
1	453	33	0	[]	0	14346	3	4	0	
1	454	18	1	[6]	3	11338	3	3	1	
1	455	18	0	[12, 12, 7, 1]	2	4401	3	4	1	
1	456	83	1	[15, 14, 0]	0	115257	3	4	2	
1	457	18	0	[]	0	3529	3	2	0	
1	458	21	0	[2, 4, 9, 6]	1	10322	3	3	1	
1	459	59	0	[9]	0	95822	3	3	1	
1	460	25	0	[11, 1]	1	7615	3	4	1	
1	461	84	0	[9, 10]	0	105343	3	4	2	
1	462	67	0	[13]	0	117203	2	3	2	
1	463	78	0	[]	2	4540	3	2	2	
1	464	19	1	[9, 14, 3, 7]	2	6428	1	1	1	
1	465	34	0	[7, 3, 17, 14]	0	58	1	1	1	
1	466	19	0	[16, 15, 13, 12]	2	11453	2	3	0	
1	467	79	1	[7]	0	584	2	2	2	
1	468	71	0	[]	0	3116	3	3	2	
1	469	37	0	[17, 4, 14]	0	3193	1	2	1	
1	470	54	0	[2, 7, 1]	0	112954	3	4	1	
1	471	76	1	[]	0	8473	3	3	2	
1	472	18	0	[6, 3, 17, 5]	2	901	3	4	0	
1	473	53	0	[9, 0, 10]	0	106096	1	2	1	
1	474	19	0	[]	1	11232	3	3	1	
1	475	64	0	[12, 5, 13]	0	2869	1	2	1	
1	476	23	1	[6, 7]	3	9186	3	4	1	
1	477	64	0	[]	0	10857	3	5	1	
1	478	42	0	[13, 8, 16]	0	2980	3	3	1	
1	479	67	0	[]	0	96690	3	3	2	
1	480	22	0	[13]	0	12137	3	5	1	
1	481	24	0	[5, 4, 12, 6]	2	24730	3	4	0	
1	482	19	1	[6, 10, 8, 0]	0	808	3	3	1	
1	483	73	0	[]	0	109181	3	5	2	
1	484	59	1	[3, 3, 10, 1]	0	112917	1	2	1	
1	485	21	1	[8, 17, 15, 16]	1	9950	3	2	1	
1	486	24	0	[]	3	3498	3	5	1	
1	487	23	0	[5, 10, 11, 16]	0	11140	3	3	1	
1	488	40	1	[]	0	5130	3	3	1	
1	489	22	0	[]	1	9397	3	3	1	
1	490	67	1	[16]	0	1777	3	4	2	
1	491	43	1	[6, 3]	0	13648	3	5	1	
1	492	18	1	[17]	1	4721	3	3	1	
1	493	30	0	[6]	2	25344	3	4	1	
1	494	21	0	[0, 3, 16, 2]	3	10313	2	3	1	
1	495	34	1	[3, 6, 0]	0	11148	1	1	1	
1	496	18	0	[8, 3, 16, 14]	1	10692	3	4	1	
1	497	39	0	[12, 4, 14, 12]	0	4402	1	2	1	
1	498	22	0	[16, 6, 14]	1	18280	2	3	1	
1	499	56	0	[13]	0	103940	3	2	1	
1	500	46	0	[]	0	108264	2	2	1	
1	501	50	0	[13]	0	112373	3	3	1	
1	502	27	0	[7, 15]	0	8269	3	3	1	
1	503	24	0	[14]	2	2449	3	2	1	
1	504	23	0	[6, 7, 9]	2	16795	3	2	1	
1	505	48	1	[1, 13, 17, 8]	0	104813	3	4	1	
1	506	75	0	[]	0	3818	3	4	2	
1	507	47	1	[0]	0	115310	1	4	1	
1	508	71	1	[1]	0	10770	1	2	2	
1	509	82	0	[3, 0, 2, 11]	0	14220	1	1	2	
