Area	Name	Age	MarriageStatus	kidsAges	StudentD	Income	Housetype	nRooms	JobType
1	44	26	0	[8, 1]	0	2	1	4	1	
1	45	88	0	[4, 9, 2]	0	1	2	4	2	
1	46	24	0	[13, 15, 8]	0	0	1	2	1	
1	47	31	0	[]	0	4	1	2	1	
1	48	70	1	[16, 1, 0]	0	1	3	4	2	
1	49	51	1	[]	0	2	3	4	1	
1	50	73	0	[13, 15]	0	0	3	3	2	
1	51	33	0	[]	3	0	3	2	0	
1	52	66	0	[1, 1, 0, 8]	0	0	3	5	2	
1	53	19	0	[13, 3, 3]	2	0	1	4	1	
1	54	32	1	[]	0	0	3	5	1	
1	55	20	0	[17, 0, 11]	3	0	1	2	1	
1	56	73	1	[]	0	2	3	2	2	
1	57	18	0	[15, 5, 8]	1	0	3	3	1	
1	58	60	1	[10, 10]	3	0	3	3	1	
1	59	28	1	[13, 9, 6, 17]	0	1	3	5	1	
1	60	59	0	[13, 8]	0	4	3	2	1	
1	61	64	1	[3, 10, 4, 15]	0	4	3	3	1	
1	62	27	0	[4, 2, 17, 17]	0	1	3	3	1	
1	63	58	0	[]	0	1	3	2	1	
1	64	29	0	[]	0	2	2	4	1	
1	65	64	0	[]	0	1	1	2	1	
1	66	33	0	[0, 5, 12, 4]	0	3	3	4	1	
1	67	20	1	[8]	0	0	3	3	1	
1	68	36	0	[7, 4, 0]	0	1	1	2	1	
1	69	70	0	[]	0	0	3	4	2	
1	70	22	0	[8, 5]	2	0	3	3	1	
1	71	25	0	[]	0	4	3	4	1	
1	72	22	1	[]	0	4	3	3	0	
1	73	65	0	[]	0	2	3	3	1	
1	74	44	0	[17, 8, 0, 3]	0	1	1	1	1	
1	75	47	0	[15, 17]	0	3	1	2	1	
1	76	38	0	[7, 0, 0, 1]	0	0	3	4	0	
1	77	90	0	[11, 13, 2, 5]	0	4	3	4	2	
1	78	51	0	[]	0	2	3	3	1	
1	79	41	0	[13, 6]	0	4	3	5	1	
1	80	69	0	[]	0	3	3	3	2	
1	81	49	1	[3, 0, 11]	0	0	3	3	1	
1	82	63	0	[5, 3]	0	1	3	2	1	
1	83	88	0	[13]	0	0	3	3	2	
1	84	18	0	[11, 4, 16, 16]	1	0	3	3	0	
1	85	24	0	[]	3	0	3	5	1	
1	86	22	0	[17, 17, 15]	1	0	3	3	0	
1	87	28	0	[8, 13]	0	4	3	3	1	
1	88	64	1	[7, 15, 9, 14]	0	4	3	3	1	
1	89	46	1	[14, 7, 12]	0	3	1	2	1	
1	90	20	0	[16, 10]	1	0	1	1	1	
1	91	67	0	[2]	0	4	3	5	2	
1	92	48	0	[17]	0	2	3	3	1	
1	93	34	0	[6, 6, 11, 0]	2	0	3	2	1	
1	94	23	0	[7, 17, 14, 9]	0	4	1	2	1	
1	95	24	0	[14, 6, 7, 8]	0	2	3	4	1	
1	96	23	0	[3, 6, 10]	2	0	1	2	1	
1	97	25	0	[16, 14, 1]	1	1	2	2	1	
1	98	19	0	[2, 1, 5]	2	3	3	2	1	
1	99	22	1	[1, 6]	1	0	3	3	0	
1	100	21	0	[12, 0, 10, 13]	3	0	3	5	1	
1	101	28	1	[9, 14]	0	4	3	3	0	
1	102	62	0	[]	0	2	3	3	1	
1	103	78	1	[14]	0	2	2	3	2	
1	104	30	0	[]	0	1	3	3	1	
1	105	88	0	[9]	0	3	1	1	2	
1	106	26	0	[5]	0	4	3	4	0	
1	107	28	1	[8, 17]	0	0	1	2	1	
1	108	45	1	[0, 17, 0]	0	0	3	5	1	
1	109	72	0	[16, 8, 3, 15]	0	2	1	3	2	
1	110	31	0	[9]	0	0	1	1	1	
1	111	52	0	[]	0	3	3	3	1	
1	112	32	0	[]	0	0	3	3	1	
1	113	59	0	[]	0	0	3	2	1	
1	114	54	0	[0]	0	1	3	5	1	
1	115	31	0	[3, 17]	0	0	3	3	1	
1	116	34	0	[11, 8]	0	1	3	4	1	
1	117	21	1	[]	1	0	3	2	1	
1	118	33	0	[13, 0, 17, 12]	0	2	1	2	1	
1	119	58	0	[10]	0	1	1	2	1	
1	120	20	1	[]	3	1	1	1	1	
1	121	45	1	[3, 13, 1]	0	0	3	2	1	
1	122	40	1	[0, 12]	0	2	3	3	1	
1	123	26	0	[14]	0	3	3	2	1	
1	124	26	1	[]	0	0	3	5	1	
1	125	56	0	[2, 4, 15, 10]	0	4	1	2	1	
1	126	18	0	[]	0	2	2	2	1	
1	127	57	0	[13, 1]	0	2	1	2	1	
1	128	28	1	[]	3	1	3	4	1	
1	129	45	0	[]	0	0	1	3	0	
1	130	73	0	[]	0	0	3	5	2	
1	131	54	1	[3, 10, 11, 15]	0	1	3	4	1	
1	132	29	0	[6]	0	2	3	4	0	
1	133	40	0	[6, 10, 12]	0	2	3	2	1	
1	134	41	0	[17, 1, 4, 17]	0	1	3	4	1	
1	135	28	1	[7, 17, 5]	2	1	3	4	1	
1	136	70	1	[11]	0	2	1	2	2	
1	137	33	0	[15, 0]	0	4	1	2	1	
1	138	54	0	[14]	0	1	3	2	1	
1	139	65	1	[2, 0]	0	1	3	2	1	
1	140	65	0	[0]	0	0	3	3	1	
1	141	87	0	[9, 6, 5, 0]	0	4	2	2	2	
1	142	46	1	[3, 0]	0	1	3	4	1	
1	143	36	0	[5, 16]	0	3	3	3	1	
1	144	21	0	[3]	0	4	3	3	1	
1	145	90	0	[9, 0, 14, 14]	0	3	1	1	2	
1	146	30	0	[1, 10, 13]	0	0	1	2	1	
1	147	22	1	[2, 10]	3	0	3	3	1	
1	148	20	0	[1]	0	4	1	2	1	
1	149	53	0	[]	0	1	3	3	1	
1	150	85	0	[2, 6]	0	3	3	4	2	
1	151	21	0	[]	0	4	3	4	1	
1	152	21	0	[2, 11, 12, 0]	0	3	3	5	1	
1	153	81	1	[8, 0, 17, 12]	0	2	1	2	2	
1	154	25	0	[11, 15, 1]	2	0	3	3	1	
1	155	66	0	[14, 0, 14]	0	4	3	3	2	
1	156	23	0	[9, 17, 2]	2	0	3	3	1	
1	157	27	0	[]	0	2	3	4	1	
1	158	22	0	[8, 17, 16]	2	0	3	2	1	
1	159	84	1	[1, 2]	0	1	1	1	2	
1	160	34	0	[2, 16]	0	0	3	4	1	
1	161	32	1	[5, 15, 13]	0	4	3	3	1	
1	162	66	1	[]	0	4	3	3	2	
1	163	29	0	[17, 15, 9]	0	2	3	2	1	
1	164	87	0	[]	0	1	3	3	2	
1	165	62	1	[10, 4, 11, 5]	0	1	1	1	1	
1	166	33	1	[4, 13]	0	4	3	3	1	
1	167	56	1	[14]	0	0	3	4	1	
1	168	34	0	[4]	0	0	3	3	1	
1	169	33	0	[]	0	2	3	2	1	
1	170	67	0	[9, 12, 15]	0	4	3	4	2	
1	171	21	1	[4, 11, 16]	3	0	3	3	0	
1	172	18	0	[17, 7]	0	2	3	3	1	
1	173	65	0	[]	0	1	1	2	1	
1	174	51	0	[10, 16, 3, 11]	0	3	3	2	1	
1	175	60	0	[15, 2, 0]	0	3	1	4	1	
1	176	71	0	[7, 10]	0	0	3	2	2	
1	177	23	0	[3, 3, 0]	0	1	1	1	1	
1	178	22	0	[17, 17, 4, 14]	2	0	3	3	1	
1	179	24	0	[16, 3, 11]	0	3	1	2	1	
1	180	40	0	[3, 1]	0	4	1	1	1	
1	181	22	1	[5, 8, 13]	1	3	1	2	0	
1	182	25	1	[1]	1	3	2	2	1	
1	183	47	0	[4, 8, 17]	0	1	1	2	1	
1	184	27	0	[5, 0]	0	2	1	2	0	
1	185	22	0	[]	0	1	1	1	1	
1	186	51	0	[5]	0	3	3	2	0	
1	187	65	0	[4, 4, 7, 2]	2	0	3	3	1	
1	188	51	1	[11, 9]	0	1	1	2	0	
1	189	53	1	[2, 14, 5, 0]	3	1	3	5	1	
1	190	19	0	[]	1	0	1	2	1	
1	191	54	1	[1, 4, 7]	0	0	1	4	1	
1	192	19	1	[13]	0	4	1	1	1	
1	193	41	0	[16, 16, 7, 5]	0	0	3	3	1	
1	194	63	1	[14, 10, 6]	0	2	3	3	1	
1	195	54	0	[2, 5, 5, 3]	0	3	1	2	1	
1	196	74	1	[8]	0	0	2	2	2	
1	197	48	0	[14]	0	0	3	2	1	
1	198	28	0	[3, 13, 13]	3	1	3	4	1	
1	199	54	1	[9]	0	4	3	4	1	
1	200	30	1	[]	0	3	3	2	1	
1	201	73	1	[11, 3, 8, 12]	0	0	3	2	2	
1	202	54	0	[5, 3]	0	4	1	2	1	
1	203	31	1	[]	0	4	3	4	1	
1	204	85	0	[11]	0	3	3	4	2	
1	205	52	1	[11, 9, 6, 0]	0	1	3	4	1	
1	206	22	0	[14, 5]	3	1	3	3	1	
1	207	78	0	[]	0	3	1	4	2	
1	208	49	0	[5]	0	0	3	4	1	
1	209	55	0	[6, 8, 5, 7]	0	0	1	2	1	
1	210	29	0	[7]	0	4	3	2	1	
1	211	57	0	[]	0	1	1	1	1	
1	212	28	0	[6, 12, 2, 14]	0	2	3	2	1	
1	213	65	0	[8, 10, 1]	0	1	3	3	1	
1	214	59	0	[2, 12, 12, 0]	0	4	3	3	1	
1	215	58	0	[14]	0	1	1	1	1	
1	216	37	1	[]	0	1	1	1	1	
1	217	35	1	[6, 13]	0	0	1	1	1	
1	218	26	0	[]	1	0	1	2	1	
1	219	72	0	[5, 5, 12]	0	4	3	2	2	
1	220	22	1	[11, 15, 0, 0]	0	3	1	4	1	
1	221	47	0	[3, 14]	0	0	3	3	1	
1	222	18	0	[11, 3, 17, 12]	0	2	3	3	0	
1	223	80	1	[14, 13, 1, 14]	0	2	3	3	2	
1	224	47	0	[8]	0	4	3	2	1	
1	225	42	0	[3, 0, 2]	0	3	3	2	1	
1	226	69	1	[16, 3]	0	2	2	3	2	
1	227	51	0	[]	0	4	3	3	1	
1	228	24	0	[12, 12, 1, 12]	3	2	3	2	1	
1	229	40	0	[12, 10]	0	2	3	2	1	
1	230	23	0	[6, 15, 5]	0	1	1	2	1	
1	231	90	0	[17, 5]	0	1	1	2	2	
1	232	25	0	[14, 14]	1	0	1	2	1	
1	233	37	1	[0]	0	1	3	4	1	
1	234	29	0	[15, 0, 12, 15]	0	0	3	3	1	
1	235	32	0	[5, 10, 17, 9]	0	4	3	2	1	
1	236	22	0	[9, 3, 15]	0	4	2	3	1	
1	237	59	1	[]	0	3	3	3	1	
1	238	50	0	[3, 11, 0, 15]	0	2	3	4	1	
1	239	43	1	[17, 14]	0	0	3	5	1	
1	240	19	0	[1]	0	1	3	3	1	
1	241	62	0	[9, 12]	0	3	3	5	1	
1	242	59	0	[16, 1]	0	3	3	3	1	
1	243	75	0	[4, 4, 15, 8]	0	0	3	3	2	
1	244	35	1	[]	0	4	1	2	1	
1	245	60	0	[0]	0	1	1	1	1	
1	246	83	0	[0, 1]	0	1	1	4	2	
1	247	81	0	[]	0	0	1	2	2	
1	248	23	1	[11, 4, 17, 8]	1	0	1	3	1	
1	249	45	1	[7]	0	3	3	5	1	
1	250	89	0	[2]	0	3	2	3	2	
1	251	50	0	[6]	0	4	2	2	1	
1	252	19	0	[1, 6, 11]	0	4	3	3	1	
1	253	18	1	[12]	3	0	1	2	1	
1	254	25	0	[1, 13, 5]	3	0	1	2	1	
1	255	24	0	[]	0	1	3	5	1	
1	256	73	0	[1, 15, 5, 6]	0	2	3	4	2	
1	257	79	1	[17, 10]	0	4	3	2	2	
1	258	73	0	[10, 3, 7, 12]	0	1	2	3	2	
1	259	88	0	[4, 17]	0	3	3	2	2	
1	260	35	1	[9, 4]	0	2	1	1	1	
1	261	34	0	[8]	0	1	3	3	1	
1	262	83	0	[]	0	1	1	2	2	
1	263	55	0	[13, 8, 4]	0	2	3	3	1	
1	264	28	0	[15, 6]	0	4	3	4	1	
1	265	63	1	[6]	0	3	3	5	1	
1	266	56	1	[]	0	1	1	1	1	
1	267	75	0	[5, 16, 14, 7]	0	2	3	5	2	
1	268	53	0	[]	0	0	3	3	1	
1	269	22	1	[5]	3	0	3	4	0	
1	270	86	0	[9, 7]	0	1	3	4	2	
1	271	54	1	[11, 6, 9, 13]	0	0	1	2	1	
1	272	43	0	[3]	0	2	3	2	1	
1	273	64	0	[10, 13, 13]	0	3	3	3	1	
1	274	42	0	[10, 14, 14]	0	3	1	2	1	
1	275	24	0	[9, 13, 11]	1	1	3	2	1	
1	276	75	1	[12, 2, 8, 10]	0	2	3	5	2	
1	277	55	0	[]	0	2	3	3	1	
1	278	28	0	[4, 4]	0	0	3	2	1	
1	279	41	0	[]	0	4	3	3	1	
1	280	37	0	[]	0	1	3	2	0	
1	281	78	1	[17]	0	4	3	2	2	
1	282	69	1	[2]	0	3	3	5	2	
1	283	65	0	[]	0	1	3	5	1	
1	284	21	1	[12, 8, 1, 0]	3	0	3	2	1	
1	285	66	1	[16, 7]	0	4	1	2	2	
1	286	40	0	[13, 17, 10, 6]	0	1	1	3	1	
1	287	77	1	[17, 15, 11]	0	1	1	1	2	
1	288	24	0	[13, 17, 9, 8]	2	1	3	5	1	
1	289	30	0	[]	0	1	3	3	1	
1	290	25	1	[12]	3	1	3	3	1	
1	291	89	0	[0, 7, 8]	0	4	3	2	2	
1	292	24	0	[0, 10, 8]	0	4	3	3	1	
1	293	77	0	[10]	0	3	3	5	2	
1	294	22	1	[]	2	0	3	3	1	
1	295	63	0	[10]	0	3	3	2	1	
1	296	32	0	[5, 10, 13, 10]	0	0	3	1	1	
1	297	25	0	[14, 3, 11]	1	0	3	5	1	
1	298	23	1	[15, 11, 3]	2	2	3	2	1	
1	299	23	0	[12, 3, 6, 3]	0	0	3	5	1	
1	300	38	1	[15, 11]	0	4	3	3	1	
1	301	33	0	[0, 0, 14]	0	1	1	2	1	
1	302	25	0	[]	2	0	3	2	1	
1	303	52	1	[11]	0	4	1	2	1	
1	304	21	0	[5, 2]	2	1	3	4	1	
1	305	44	0	[]	0	3	1	2	0	
1	306	18	1	[9, 3, 2, 17]	0	1	3	5	1	
1	307	72	1	[7, 14]	0	2	1	2	2	
1	308	19	0	[]	1	0	3	4	1	
1	309	58	0	[9, 1]	0	4	1	1	1	
1	310	23	0	[4, 16]	0	1	1	1	1	
1	311	23	0	[]	3	2	3	4	1	
1	312	84	1	[]	0	2	3	5	2	
1	313	48	0	[10, 15]	0	3	3	5	0	
1	314	25	0	[0, 12, 15, 5]	3	0	3	3	1	
1	315	61	0	[]	0	0	3	5	1	
1	316	35	0	[9, 11, 16, 9]	0	4	3	2	1	
1	317	19	1	[12, 0, 17]	0	2	3	3	1	
1	318	45	0	[9, 16, 1, 0]	0	0	3	5	1	
1	319	44	1	[13]	0	3	1	2	1	
1	320	46	0	[17, 4, 5]	0	0	3	2	1	
1	321	18	0	[14, 8, 1, 3]	1	0	3	5	1	
1	322	18	0	[17, 9]	1	0	1	1	1	
1	323	53	0	[11, 13, 11, 4]	0	2	1	1	1	
1	324	29	0	[11, 7]	0	4	3	5	1	
1	325	21	1	[0, 13, 2]	1	0	3	3	1	
1	326	75	0	[13]	0	1	3	4	2	
1	327	52	0	[6, 1, 17]	0	3	3	3	1	
1	328	82	0	[6, 13]	0	1	3	3	2	
1	329	89	1	[9, 15]	0	1	3	3	2	
1	330	30	0	[12]	0	0	3	2	1	
1	331	36	0	[3, 1, 12, 17]	0	4	1	2	1	
1	332	31	1	[15, 12]	0	3	3	4	1	
1	333	56	0	[14]	0	1	2	4	1	
1	334	29	0	[15, 15]	0	4	3	4	1	
1	335	19	0	[14]	2	0	3	3	1	
1	336	60	0	[]	0	0	3	2	1	
1	337	55	1	[15, 0, 16]	0	4	3	3	1	
1	338	49	1	[]	0	1	1	2	1	
1	339	24	1	[7, 13, 14, 1]	0	1	3	3	1	
1	340	18	1	[13, 13, 13, 6]	3	0	3	2	1	
1	341	48	1	[6]	0	3	3	3	1	
1	342	26	0	[0]	1	0	3	5	1	
1	343	59	1	[6, 6]	0	3	3	2	1	
1	344	45	0	[1, 8]	0	1	3	2	1	
1	345	28	0	[15, 2]	0	2	3	5	1	
1	346	70	0	[10, 0]	0	0	3	3	2	
1	347	65	0	[14, 0, 3, 8]	0	0	2	2	1	
1	348	81	0	[15]	0	1	3	5	2	
1	349	52	0	[7]	0	0	3	3	1	
1	350	23	1	[11, 0, 17]	1	0	1	2	1	
1	351	41	1	[16, 16, 14]	0	1	3	3	1	
1	352	28	0	[3, 16, 17]	0	4	3	4	1	
1	353	19	0	[9, 3]	3	0	3	4	1	
1	354	59	1	[5, 0]	0	2	3	3	1	
1	355	55	1	[16, 11]	0	4	3	3	1	
1	356	26	0	[1, 0, 10, 12]	0	1	1	2	1	
1	357	66	1	[7]	0	2	3	4	2	
1	358	63	0	[]	0	0	3	3	1	
1	359	47	1	[8, 15, 17]	0	4	3	4	1	
1	360	31	0	[5, 1, 1, 9]	0	0	3	3	1	
1	361	86	0	[]	0	0	3	3	2	
1	362	33	0	[8]	0	1	1	2	1	
1	363	22	1	[]	0	4	3	4	1	
1	364	55	0	[]	0	3	2	3	1	
1	365	20	0	[9, 14, 10]	1	0	3	3	1	
1	366	55	0	[13, 10, 14]	0	1	3	3	1	
1	367	18	0	[1]	0	0	1	2	1	
1	368	47	0	[14, 7, 6, 4]	0	2	3	2	1	
1	369	62	0	[5, 0, 6, 9]	0	1	3	4	0	
1	370	64	0	[8]	0	4	3	2	1	
1	371	39	0	[14, 4, 1]	0	4	3	5	1	
1	372	31	0	[15, 16, 3, 6]	0	4	1	2	1	
1	373	22	1	[2, 7]	0	4	1	2	1	
1	374	21	1	[9, 5]	3	0	3	5	1	
1	375	80	0	[4, 16]	0	3	3	2	2	
1	376	50	0	[14, 1, 12]	0	3	3	3	1	
1	377	23	0	[15, 7]	0	3	3	5	0	
1	378	41	0	[14, 0]	0	4	3	2	1	
1	379	19	0	[3, 7]	0	4	3	5	1	
1	380	58	1	[9, 11, 7]	0	0	3	2	1	
1	381	31	0	[2]	0	1	3	4	1	
1	382	19	0	[15]	0	0	3	3	1	
1	383	23	0	[3, 8, 10, 8]	1	0	3	2	1	
1	384	18	0	[16, 1]	3	1	1	2	1	
1	385	40	1	[9]	0	3	3	3	1	
1	386	72	0	[7, 4, 17]	0	2	3	4	2	
1	387	37	0	[9, 9]	0	3	3	5	1	
1	388	90	0	[0, 12, 1, 5]	0	4	3	5	2	
1	389	24	1	[4, 17, 5]	1	1	3	2	1	
1	390	58	0	[]	0	4	1	4	1	
1	391	59	0	[]	0	2	3	3	0	
1	392	64	1	[3]	0	3	3	3	1	
1	393	29	1	[5, 0, 14, 15]	0	1	3	3	1	
1	394	18	0	[]	3	0	3	2	1	
1	395	65	0	[12]	0	2	3	3	1	
1	396	19	0	[7, 7, 7]	0	0	2	3	1	
1	397	54	0	[]	0	1	3	5	1	
1	398	62	1	[16]	0	2	3	3	0	
1	399	38	1	[7, 4, 13, 5]	0	4	3	3	1	
1	400	51	1	[6, 3]	0	2	3	3	1	
1	401	34	1	[7, 14, 4]	0	3	3	3	1	
1	402	58	0	[8]	0	0	2	3	1	
1	403	55	0	[2, 8, 5]	0	4	3	2	1	
1	404	74	1	[7]	0	2	3	5	2	
1	405	25	0	[11]	3	3	3	4	1	
1	406	31	0	[1, 9, 7]	0	0	3	3	1	
1	407	22	0	[11, 11]	3	0	3	2	1	
1	408	19	0	[]	0	4	3	3	1	
1	409	43	1	[4, 1, 6, 17]	0	3	3	3	1	
1	410	34	0	[4, 1]	0	2	3	3	1	
1	411	19	0	[]	0	2	3	3	1	
1	412	47	0	[4]	0	1	3	2	1	
1	413	53	1	[0, 1, 0]	0	4	3	3	1	
1	414	20	0	[14, 6, 0, 17]	0	2	1	1	1	
1	415	18	0	[7, 5, 11, 15]	2	0	3	5	1	
1	416	73	0	[1, 9, 2]	0	4	2	3	2	
1	417	21	0	[14, 15, 10]	1	3	1	2	1	
1	418	27	0	[]	1	0	3	4	1	
1	419	33	0	[]	0	3	3	2	1	
1	420	31	0	[]	0	1	1	3	1	
1	421	44	0	[4, 17, 7, 8]	0	4	3	3	1	
1	422	55	1	[6, 10]	0	3	1	1	1	
1	423	22	1	[16, 4]	3	0	2	3	1	
1	424	25	0	[]	1	0	3	3	1	
1	425	22	0	[]	1	1	1	1	1	
1	426	29	0	[9, 6, 8, 14]	2	0	1	4	1	
1	427	22	0	[12, 6, 6]	2	2	3	2	1	
1	428	20	0	[]	1	0	3	5	1	
1	429	37	1	[4]	0	4	1	2	1	
1	430	30	1	[]	0	1	3	5	1	
1	431	46	0	[16, 12, 1, 4]	0	2	1	1	1	
1	432	44	0	[]	3	0	3	2	1	
1	433	21	0	[]	0	0	3	2	1	
1	434	72	0	[9, 8, 5]	0	3	3	3	2	
1	435	70	1	[]	0	0	3	3	2	
1	436	44	0	[7, 17]	0	1	2	3	1	
1	437	26	0	[17, 11]	0	3	1	1	1	
1	438	36	0	[0, 17, 2, 5]	0	1	3	3	1	
1	439	80	0	[0]	0	1	3	5	2	
1	440	83	0	[13, 7, 15]	0	0	1	1	2	
1	441	21	0	[4, 14, 5, 14]	0	2	1	1	1	
1	442	18	1	[13]	0	4	1	2	1	
1	443	29	1	[4, 0, 2]	0	4	3	3	1	
1	444	61	0	[1]	0	0	3	2	1	
1	445	25	0	[]	0	1	3	2	1	
1	446	88	1	[12]	0	4	3	4	2	
1	447	74	0	[10, 9, 16]	0	0	2	3	2	
1	448	20	0	[10, 3, 11]	3	0	3	4	1	
1	449	21	0	[10, 7, 6, 17]	0	2	3	3	1	
1	450	75	0	[1, 8, 3, 8]	0	2	3	4	2	
1	451	21	0	[12, 6, 8]	1	0	3	3	1	
1	452	19	0	[9, 5]	1	0	3	4	1	
1	453	24	1	[5, 12, 3]	2	0	3	3	1	
1	454	27	0	[1, 16]	0	4	3	5	1	
1	455	21	0	[1, 10, 14]	0	0	3	2	1	
1	456	21	0	[]	0	0	3	3	1	
1	457	69	0	[15, 14]	0	1	3	4	2	
1	458	23	1	[12, 8, 6]	1	1	3	3	0	
1	459	62	0	[8, 14, 5, 4]	1	0	3	3	1	
1	460	56	0	[]	0	0	3	4	1	
1	461	23	0	[3, 0, 13, 10]	2	0	1	1	1	
1	462	30	0	[17, 13]	0	0	3	3	1	
1	463	73	1	[]	0	0	3	2	2	
1	464	23	1	[]	3	0	3	4	1	
1	465	67	1	[0, 16, 9, 9]	0	1	3	3	2	
1	466	18	0	[10, 8, 4]	0	0	3	3	1	
1	467	50	0	[]	0	0	3	3	1	
1	468	44	0	[3]	0	4	1	2	1	
1	469	22	1	[16, 13, 12, 2]	2	0	3	2	1	
1	470	69	0	[]	0	0	3	5	2	
1	471	71	1	[15, 11, 16, 9]	0	1	3	3	2	
1	472	24	0	[16]	2	0	3	5	1	
1	473	25	0	[4]	3	0	1	2	1	
1	474	20	0	[2]	0	0	1	2	1	
1	475	24	1	[5, 3, 15]	2	2	3	3	1	
1	476	25	0	[16, 17, 4]	3	0	3	3	1	
1	477	45	1	[5, 7, 3]	0	3	3	4	1	
1	478	60	0	[3]	0	3	3	2	0	
1	479	54	1	[11, 1, 2, 2]	0	0	3	3	1	
1	480	77	1	[4, 13]	0	4	1	1	2	
1	481	67	0	[10]	0	2	3	3	2	
1	482	23	0	[1, 5, 13, 16]	0	0	3	3	1	
1	483	25	1	[5, 3, 6, 17]	1	0	1	2	1	
1	484	66	1	[3]	0	0	3	3	2	
1	485	50	0	[17]	0	4	3	3	1	
1	486	21	0	[4, 10, 4]	0	2	3	3	1	
1	487	86	0	[8, 6, 12]	0	1	1	2	2	
1	488	56	1	[10]	0	1	3	3	1	
1	489	27	1	[16]	0	3	3	5	1	
1	490	54	0	[10]	0	3	3	3	1	
1	491	84	0	[1, 15, 1]	0	4	3	2	2	
1	492	67	0	[8, 0, 9]	0	0	3	2	2	
1	493	85	0	[7, 8, 17]	0	1	3	4	2	
1	494	24	0	[17, 0, 1, 6]	0	1	3	4	1	
1	495	48	0	[6]	0	4	3	3	1	
1	496	35	0	[]	0	4	3	3	1	
1	497	35	0	[14, 9]	0	4	3	2	1	
1	498	33	0	[1, 3, 8]	0	0	3	3	1	
1	499	18	0	[15, 4, 0, 10]	2	0	1	2	1	
1	500	38	0	[7, 17, 7]	0	2	3	3	1	
1	501	21	1	[13]	0	3	3	3	1	
1	502	20	0	[14, 7]	0	2	3	5	0	
1	503	32	0	[13]	0	3	3	4	1	
1	504	22	0	[]	0	3	1	2	1	
1	505	52	0	[0, 3]	0	4	3	3	1	
1	506	23	0	[13]	3	0	1	2	0	
1	507	59	1	[11, 13]	0	1	1	2	1	
1	508	25	0	[15, 12, 7]	3	0	3	3	0	
1	509	43	0	[4, 6, 12]	0	4	1	2	1	
1	510	21	0	[16, 3, 15]	1	0	3	3	1	
1	511	38	0	[10]	0	1	3	2	0	
1	512	34	0	[5, 16, 5]	0	3	3	4	1	
1	513	65	0	[7, 10]	0	2	3	5	1	
1	514	27	1	[0, 10]	0	3	1	2	1	
1	515	65	1	[8]	0	0	3	5	1	
1	516	32	0	[12, 9, 8, 4]	0	3	3	2	1	
1	517	56	0	[13, 7, 6]	0	2	1	2	1	
1	518	19	0	[9]	2	0	3	3	1	
1	519	40	0	[16, 5, 2, 17]	0	1	2	3	1	
1	520	49	1	[12, 14, 14]	0	4	3	3	1	
1	521	50	1	[15, 9]	0	4	3	2	1	
1	522	46	1	[17, 12, 9]	0	1	1	2	0	
1	523	21	0	[10, 6, 17, 10]	2	0	3	2	1	
